preset,freq_hz,magnitude_db,phase_deg,group_delay_samples
flat,132.723495,0.000000000,0.000000000,-0.000000000
flat,134.529816,0.000000000,0.000000000,-0.000000000
flat,136.360779,0.000000000,0.000000000,-0.000000000
flat,138.216675,0.000000000,0.000000000,-0.000000000
flat,140.097748,0.000000000,0.000000000,-0.000000000
flat,142.004425,0.000000000,0.000000000,-0.000000000
flat,143.937119,0.000000000,0.000000000,-0.000000000
flat,145.896118,0.000000000,0.000000000,-0.000000000
flat,147.881714,0.000000000,0.000000000,-0.000000000
flat,149.894333,0.000000000,0.000000000,-0.000000000
flat,151.934418,0.000000000,0.000000000,-0.000000000
flat,154.002258,0.000000000,0.000000000,-0.000000000
flat,156.098251,0.000000000,0.000000000,-0.000000000
flat,158.222687,0.000000000,0.000000000,-0.000000000
flat,160.376038,0.000000000,0.000000000,-0.000000000
flat,162.558777,0.000000000,0.000000000,-0.000000000
flat,164.771225,0.000000000,0.000000000,-0.000000000
flat,167.013702,0.000000000,0.000000000,-0.000000000
flat,169.286697,0.000000000,0.000000000,-0.000000000
flat,171.590714,0.000000000,0.000000000,-0.000000000
flat,173.926071,0.000000000,0.000000000,-0.000000000
flat,176.293152,0.000000000,0.000000000,-0.000000000
flat,178.692429,0.000000000,0.000000000,-0.000000000
flat,181.124466,0.000000000,0.000000000,-0.000000000
flat,183.589584,0.000000000,0.000000000,-0.000000000
flat,186.088257,0.000000000,0.000000000,-0.000000000
flat,188.62085,0.000000000,0.000000000,-0.000000000
flat,191.187912,0.000000000,0.000000000,-0.000000000
flat,193.790009,0.000000000,0.000000000,-0.000000000
flat,196.427505,0.000000000,0.000000000,-0.000000000
flat,199.100815,0.000000000,0.000000000,-0.000000000
flat,201.810501,0.000000000,0.000000000,-0.000000000
flat,204.557175,0.000000000,0.000000000,-0.000000000
flat,207.341217,0.000000000,0.000000000,-0.000000000
flat,210.163055,0.000000000,0.000000000,-0.000000000
flat,213.0233,0.000000000,0.000000000,-0.000000000
flat,215.922577,0.000000000,0.000000000,-0.000000000
flat,218.861313,0.000000000,0.000000000,-0.000000000
flat,221.840042,0.000000000,0.000000000,-0.000000000
flat,224.859192,0.000000000,0.000000000,-0.000000000
flat,227.919449,0.000000000,0.000000000,-0.000000000
flat,231.021454,0.000000000,0.000000000,-0.000000000
flat,234.165695,0.000000000,0.000000000,-0.000000000
flat,237.3526,0.000000000,0.000000000,-0.000000000
flat,240.582886,0.000000000,0.000000000,-0.000000000
flat,243.857239,0.000000000,0.000000000,-0.000000000
flat,247.176163,0.000000000,0.000000000,-0.000000000
flat,250.540146,0.000000000,0.000000000,-0.000000000
flat,253.949905,0.000000000,0.000000000,-0.000000000
flat,257.406189,0.000000000,0.000000000,-0.000000000
flat,260.909515,0.000000000,0.000000000,-0.000000000
flat,264.460419,0.000000000,0.000000000,-0.000000000
flat,268.059753,0.000000000,0.000000000,-0.000000000
flat,271.707947,0.000000000,0.000000000,-0.000000000
flat,275.405914,0.000000000,0.000000000,-0.000000000
flat,279.154236,0.000000000,0.000000000,-0.000000000
flat,282.9534,0.000000000,0.000000000,-0.000000000
flat,286.804321,0.000000000,0.000000000,-0.000000000
flat,290.707733,0.000000000,0.000000000,-0.000000000
flat,294.664307,0.000000000,0.000000000,-0.000000000
flat,298.674591,0.000000000,0.000000000,-0.000000000
flat,302.739441,0.000000000,0.000000000,-0.000000000
flat,306.859772,0.000000000,0.000000000,-0.000000000
flat,311.036163,0.000000000,0.000000000,-0.000000000
flat,315.269257,0.000000000,0.000000000,-0.000000000
flat,319.559937,0.000000000,0.000000000,-0.000000000
flat,323.90921,0.000000000,0.000000000,-0.000000000
flat,328.317627,0.000000000,0.000000000,-0.000000000
flat,332.786072,0.000000000,0.000000000,-0.000000000
flat,337.315186,0.000000000,0.000000000,-0.000000000
flat,341.905914,0.000000000,0.000000000,-0.000000000
flat,346.559296,0.000000000,0.000000000,-0.000000000
flat,351.276001,0.000000000,0.000000000,-0.000000000
flat,356.056763,0.000000000,0.000000000,-0.000000000
flat,360.902557,0.000000000,0.000000000,-0.000000000
flat,365.814484,0.000000000,0.000000000,-0.000000000
flat,370.793243,0.000000000,0.000000000,-0.000000000
flat,375.83963,0.000000000,0.000000000,-0.000000000
flat,380.954651,0.000000000,0.000000000,-0.000000000
flat,386.139496,0.000000000,0.000000000,-0.000000000
flat,391.394897,0.000000000,0.000000000,-0.000000000
flat,396.721832,0.000000000,0.000000000,-0.000000000
flat,402.121063,0.000000000,0.000000000,-0.000000000
flat,407.593781,0.000000000,0.000000000,-0.000000000
flat,413.141205,0.000000000,0.000000000,-0.000000000
flat,418.764099,0.000000000,0.000000000,-0.000000000
flat,424.463318,0.000000000,0.000000000,-0.000000000
flat,430.240112,0.000000000,0.000000000,-0.000000000
flat,436.095734,0.000000000,0.000000000,-0.000000000
flat,442.031036,0.000000000,0.000000000,-0.000000000
flat,448.046936,0.000000000,0.000000000,-0.000000000
flat,454.144684,0.000000000,0.000000000,-0.000000000
flat,460.325653,0.000000000,0.000000000,-0.000000000
flat,466.590729,0.000000000,0.000000000,-0.000000000
flat,472.940857,0.000000000,0.000000000,-0.000000000
flat,479.377655,0.000000000,0.000000000,-0.000000000
flat,485.901794,0.000000000,0.000000000,-0.000000000
flat,492.514984,0.000000000,0.000000000,-0.000000000
flat,499.21817,0.000000000,0.000000000,-0.000000000
flat,506.01236,0.000000000,0.000000000,-0.000000000
flat,512.898987,0.000000000,0.000000000,-0.000000000
flat,519.879578,0.000000000,0.000000000,-0.000000000
flat,526.9552,0.000000000,0.000000000,-0.000000000
flat,534.126892,0.000000000,0.000000000,-0.000000000
flat,541.396179,0.000000000,0.000000000,-0.000000000
